age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
52.0,services,married,high.school,unknown,yes,no,cellular,aug,fri,79.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,admin.,single,university.degree,no,no,yes,cellular,aug,fri,187.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,services,married,basic.4y,unknown,yes,no,cellular,aug,fri,120.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
56.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,142.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,101.0,2,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
36.0,management,married,university.degree,unknown,yes,yes,cellular,aug,fri,508.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
37.0,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,163.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,27.0,11,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,651.0,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,71.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
56.0,retired,married,unknown,no,no,no,cellular,aug,fri,233.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
49.0,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,fri,557.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33.0,unemployed,married,university.degree,no,no,no,cellular,aug,fri,247.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,management,married,university.degree,unknown,no,no,telephone,aug,fri,208.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,married,university.degree,no,no,no,cellular,aug,fri,379.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,blue-collar,married,basic.4y,no,yes,no,telephone,aug,fri,295.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
37.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,212.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,115.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52.0,technician,married,professional.course,no,no,no,cellular,aug,fri,77.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,married,university.degree,no,no,no,cellular,aug,fri,238.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,technician,single,university.degree,no,no,yes,cellular,aug,fri,81.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47.0,admin.,married,unknown,no,yes,no,cellular,aug,fri,251.0,2,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
33.0,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,374.0,2,999,0,nonexistent,1.4,93.444,-36.1,,5228.1,no
45.0,services,married,basic.4y,unknown,no,no,cellular,aug,fri,117.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,single,professional.course,unknown,unknown,unknown,cellular,aug,fri,,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
42.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,361.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,107.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,divorced,high.school,no,no,no,cellular,aug,fri,72.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,married,high.school,no,no,no,cellular,aug,fri,171.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,technician,single,professional.course,no,no,yes,cellular,aug,fri,66.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57.0,technician,married,professional.course,unknown,no,no,cellular,aug,fri,199.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,technician,married,university.degree,no,no,no,cellular,aug,fri,209.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,technician,married,university.degree,no,no,no,cellular,aug,fri,239.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,69.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
29.0,technician,single,professional.course,no,no,no,cellular,aug,fri,152.0,1,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
29.0,technician,single,professional.course,no,no,no,cellular,aug,fri,198.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57.0,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,195.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52.0,admin.,married,unknown,unknown,no,no,cellular,aug,fri,234.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,385.0,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,admin.,single,university.degree,no,unknown,unknown,cellular,aug,fri,371.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34.0,admin.,divorced,high.school,no,unknown,unknown,cellular,aug,fri,50.0,15,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,714.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55.0,admin.,married,high.school,no,yes,no,cellular,aug,fri,629.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53.0,admin.,divorced,university.degree,no,unknown,unknown,cellular,aug,fri,91.0,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35.0,management,married,university.degree,no,no,yes,cellular,aug,fri,10.0,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
37.0,management,married,high.school,no,no,no,cellular,aug,fri,132.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,retired,married,basic.4y,unknown,yes,no,cellular,aug,fri,155.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53.0,self-employed,married,basic.9y,no,yes,yes,cellular,aug,fri,1241.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,217.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,married,professional.course,no,no,yes,cellular,aug,fri,219.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33.0,admin.,married,university.degree,no,yes,yes,telephone,aug,fri,28.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,fri,61.0,2,999,0,nonexistent,1.4,93.444,-36.1,,5228.1,no
59.0,retired,married,unknown,no,no,no,cellular,aug,fri,80.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40.0,management,married,university.degree,no,yes,no,cellular,aug,fri,117.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,technician,married,university.degree,no,no,no,cellular,aug,fri,607.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,186.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,538.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,technician,married,unknown,no,no,no,cellular,aug,fri,,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,management,married,university.degree,no,yes,no,cellular,aug,fri,527.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,73.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,173.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51.0,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,81.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,divorced,high.school,no,yes,no,cellular,aug,fri,291.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,management,married,university.degree,no,no,no,cellular,aug,fri,222.0,3,999,0,nonexistent,1.4,93.444,-36.1,,5228.1,no
42.0,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,277.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,self-employed,married,high.school,no,yes,no,cellular,aug,fri,175.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,309.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41.0,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,97.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,management,married,university.degree,no,no,no,cellular,aug,fri,511.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,technician,married,professional.course,no,no,yes,cellular,aug,fri,55.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
41.0,self-employed,married,basic.9y,no,no,yes,cellular,aug,fri,173.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40.0,technician,married,professional.course,no,no,yes,cellular,aug,fri,82.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34.0,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,346.0,5,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
39.0,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,215.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,347.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
59.0,management,married,university.degree,no,unknown,unknown,cellular,aug,fri,154.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
,housemaid,married,basic.6y,no,no,no,cellular,aug,fri,618.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
55.0,technician,divorced,professional.course,no,no,no,cellular,aug,fri,203.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44.0,blue-collar,married,illiterate,no,no,no,cellular,aug,fri,460.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40.0,technician,married,high.school,no,yes,yes,cellular,aug,fri,105.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,157.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,management,married,university.degree,no,no,no,cellular,aug,fri,122.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,divorced,high.school,no,no,no,cellular,aug,fri,129.0,3,999,0,nonexistent,-99.9,93.444,-36.1,4.964,5228.1,no
33.0,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,661.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,296.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,admin.,married,professional.course,no,no,yes,cellular,aug,fri,323.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,112.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
47.0,technician,married,professional.course,no,yes,yes,cellular,aug,fri,78.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
44.0,technician,single,professional.course,no,yes,yes,cellular,aug,fri,79.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35.0,technician,single,professional.course,no,no,yes,cellular,aug,fri,30.0,4,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
29.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,602.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
58.0,technician,divorced,professional.course,no,no,no,cellular,aug,fri,75.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
42.0,entrepreneur,married,high.school,no,no,no,cellular,aug,fri,332.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,314.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,married,professional.course,no,no,no,cellular,aug,fri,121.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
,admin.,single,university.degree,no,yes,no,cellular,aug,fri,436.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,186.0,3,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
31.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,270.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,housemaid,married,basic.4y,no,yes,yes,cellular,aug,fri,123.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,215.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45.0,admin.,married,unknown,no,no,no,telephone,aug,fri,105.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,192.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
56.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,263.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,married,professional.course,no,yes,yes,cellular,aug,fri,143.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,153.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34.0,technician,married,university.degree,no,yes,yes,cellular,aug,fri,289.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,34.0,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
37.0,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,239.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
34.0,admin.,single,university.degree,no,no,yes,cellular,aug,fri,78.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,single,professional.course,no,no,no,cellular,aug,fri,309.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,353.0,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
49.0,management,married,university.degree,unknown,no,no,telephone,aug,fri,145.0,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,admin.,married,unknown,no,yes,yes,cellular,aug,fri,246.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,divorced,high.school,no,no,no,cellular,aug,fri,101.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35.0,technician,married,professional.course,no,no,no,cellular,aug,fri,222.0,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
,admin.,married,university.degree,no,no,no,cellular,aug,fri,166.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45.0,unemployed,married,professional.course,no,yes,yes,cellular,aug,fri,,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40.0,technician,single,university.degree,no,no,yes,cellular,aug,fri,140.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,management,married,university.degree,no,no,no,cellular,aug,fri,58.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51.0,services,married,unknown,no,no,no,cellular,aug,fri,,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30.0,self-employed,married,professional.course,no,no,no,cellular,aug,fri,132.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,155.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33.0,admin.,single,university.degree,unknown,no,no,cellular,aug,fri,120.0,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
57.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,379.0,3,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
32.0,technician,single,university.degree,no,no,no,cellular,aug,fri,182.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
46.0,housemaid,married,basic.4y,no,yes,no,cellular,aug,fri,195.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
46.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,177.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,self-employed,married,high.school,no,no,no,cellular,aug,fri,90.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,admin.,divorced,high.school,no,no,yes,cellular,aug,fri,263.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,398.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,management,married,high.school,no,no,no,cellular,aug,fri,160.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,single,professional.course,no,no,yes,cellular,aug,fri,82.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
54.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,207.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
53.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,160.0,1,999,0,nonexistent,1.4,93.444,-36.1,,5228.1,no
31.0,technician,single,professional.course,no,no,no,cellular,aug,fri,109.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,single,professional.course,no,no,yes,cellular,aug,fri,142.0,1,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
32.0,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,197.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,technician,married,professional.course,no,unknown,unknown,telephone,aug,fri,9.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,technician,single,university.degree,no,no,no,cellular,aug,fri,148.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
54.0,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,209.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45.0,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,94.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1366.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,124.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
32.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,121.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39.0,admin.,married,professional.course,no,no,no,cellular,aug,fri,306.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,173.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52.0,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,268.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
58.0,services,married,high.school,no,no,no,cellular,aug,fri,155.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,176.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
48.0,technician,married,university.degree,no,yes,no,cellular,aug,fri,112.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35.0,management,married,university.degree,no,no,yes,cellular,aug,fri,873.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
51.0,services,married,unknown,no,no,yes,cellular,aug,fri,135.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
52.0,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,208.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
31.0,technician,divorced,high.school,no,yes,no,cellular,aug,fri,138.0,1,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
59.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,148.0,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,200.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,311.0,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36.0,admin.,married,professional.course,no,yes,no,cellular,aug,fri,56.0,1,999,0,nonexistent,,93.444,-36.1,4.964,5228.1,no
52.0,services,married,high.school,unknown,unknown,unknown,cellular,aug,mon,116.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,139.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35.0,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,87.0,1,999,0,nonexistent,,93.444,-36.1,,5228.1,no
,technician,married,professional.course,unknown,yes,no,cellular,aug,mon,61.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
46.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
47.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,103.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35.0,management,divorced,university.degree,no,no,yes,cellular,aug,mon,116.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,162.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,109.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30.0,technician,single,professional.course,no,no,no,cellular,aug,mon,48.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50.0,admin.,married,university.degree,no,yes,no,cellular,aug,mon,540.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31.0,technician,single,professional.course,no,no,no,cellular,aug,mon,122.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
,technician,married,university.degree,no,no,no,cellular,aug,mon,342.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33.0,management,married,university.degree,no,no,no,cellular,aug,mon,191.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35.0,management,divorced,university.degree,no,no,no,cellular,aug,mon,288.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
39.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,209.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,91.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31.0,technician,single,professional.course,no,no,no,cellular,aug,mon,196.0,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
48.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,110.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41.0,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,115.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
42.0,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,57.0,2,999,0,nonexistent,1.4,93.444,-36.1,,5228.1,no
57.0,self-employed,married,university.degree,unknown,no,no,cellular,aug,mon,102.0,3,999,0,nonexistent,,93.444,-36.1,4.965,5228.1,no
57.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,88.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
,admin.,single,university.degree,no,no,no,cellular,aug,mon,68.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
32.0,admin.,single,university.degree,no,no,yes,cellular,aug,mon,78.0,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
40.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,160.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36.0,admin.,married,professional.course,no,yes,no,cellular,aug,mon,472.0,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37.0,admin.,single,university.degree,no,no,yes,cellular,aug,mon,205.0,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33.0,admin.,married,university.degree,no,yes,no,cellular,aug,mon,63.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,132.0,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33.0,technician,married,high.school,no,yes,yes,cellular,aug,mon,85.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33.0,self-employed,married,university.degree,no,no,no,cellular,aug,mon,425.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,50.0,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,363.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
29.0,admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,129.0,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
30.0,technician,divorced,university.degree,no,no,no,cellular,aug,mon,66.0,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
